hypothesis_id,birth_model,partition,direction_source,split_version,control_kind,control_description,event_count,jaccard_with_real,overlap_with_real,expected_overlap_fraction,mean_return,mean_excess_return,up_rate,delta_mean_excess_vs_real,p_value,p_value_lower,p_value_upper,p_value_method,draws,control_mean_std,decisive,verdict,warnings
HYP-CON-ALL3-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,64,,,,-0.046675,-0.046675,,-0.024286,0.9104477611940298,0.0945273631840796,0.9104477611940298,permutation_one_sided,200.0,0.018232,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,64,,,,-0.046736,-0.046736,,-0.024225,0.8805970149253731,0.12437810945273632,0.8805970149253731,permutation_one_sided,200.0,0.019945,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,81,0.072993,10.0,,-0.009786,-0.009786,0.493506,-0.061175,0.04364726383625747,,,welch_normal_approx,,,True,underperform,
HYP-CON-ALL3-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,80,0.05036,7.0,,-0.075876,-0.075876,0.3875,0.004914,0.8820832541421918,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",40,0.0125,1.0,0.012147,-0.023473,-0.023473,0.447312,-0.027788,0.8606965174129353,0.14427860696517414,0.8606965174129353,permutation_one_sided,200.0,0.025246,True,underperform,
HYP-CON-ALL3-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,40,,,,-0.061656,-0.061656,,0.010395,0.3333333333333333,0.6716417910447762,0.3333333333333333,permutation_one_sided,200.0,0.024124,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,40,,,,-0.065022,-0.065022,,0.013761,0.2885572139303483,0.7164179104477612,0.2885572139303483,permutation_one_sided,200.0,0.024928,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,46,0.035714,3.0,,-0.092313,-0.092313,0.326087,0.041052,0.39131236417148196,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,41,0.025,2.0,,-0.05764,-0.05764,0.390244,0.006379,0.8775233138096358,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",69,0.021898,3.0,0.020954,-0.022375,-0.022375,0.447312,0.013362,0.24378109452736318,0.7611940298507462,0.24378109452736318,permutation_one_sided,200.0,0.021689,True,outperform,
HYP-CON-ALL3-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,69,,,,-0.031877,-0.031877,,0.022864,0.10945273631840796,0.8955223880597015,0.10945273631840796,permutation_one_sided,200.0,0.017767,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,69,,,,-0.032555,-0.032555,,0.023542,0.09950248756218906,0.9054726368159204,0.09950248756218906,permutation_one_sided,200.0,0.018016,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,68,0.02963,4.0,,-0.049855,-0.049855,0.338462,0.040842,0.1365140513723715,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,58,0.084034,10.0,,-0.073041,-0.073041,0.375,0.064028,0.054618670933734764,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",187,0.032,12.0,0.056787,-0.022465,-0.022465,0.447312,-0.01156,0.8308457711442786,0.17412935323383086,0.8308457711442786,permutation_one_sided,200.0,0.013014,True,underperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,187,,,,-0.026866,-0.026866,,-0.007159,0.7562189054726368,0.24875621890547264,0.7562189054726368,permutation_one_sided,200.0,0.012272,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,187,,,,-0.026466,-0.026466,,-0.007559,0.7711442786069652,0.23383084577114427,0.7711442786069652,permutation_one_sided,200.0,0.011944,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,235,0.058394,24.0,,-0.037846,-0.037846,0.375,0.003822,0.8262196827836558,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,237,0.055556,23.0,,-0.022995,-0.022995,0.429864,-0.01103,0.5733498787004195,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",227,0.021598,10.0,0.068934,-0.0235,-0.0235,0.447312,0.003404,0.38308457711442784,0.6218905472636815,0.38308457711442784,permutation_one_sided,200.0,0.011028,True,outperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,227,,,,-0.014885,-0.014885,,-0.005211,0.6517412935323383,0.35323383084577115,0.6517412935323383,permutation_one_sided,200.0,0.011575,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,227,,,,-0.017157,-0.017157,,-0.00294,0.582089552238806,0.4228855721393035,0.582089552238806,permutation_one_sided,200.0,0.011076,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,281,0.066802,33.0,,-0.010607,-0.010607,0.463235,-0.00949,0.5892882122385066,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,208,0.053364,23.0,,-0.040494,-0.040494,0.428571,0.020397,0.3197184981741613,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",214,0.025229,11.0,0.064986,-0.021552,-0.021552,0.447312,-0.016657,0.9054726368159204,0.09950248756218906,0.9054726368159204,permutation_one_sided,200.0,0.012517,True,underperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,214,,,,-0.024093,-0.024093,,-0.014116,0.8955223880597015,0.10945273631840796,0.8955223880597015,permutation_one_sided,200.0,0.011697,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,214,,,,-0.023341,-0.023341,,-0.014868,0.8905472636815921,0.11442786069651742,0.8905472636815921,permutation_one_sided,200.0,0.011146,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,290,0.041833,21.0,,-0.016756,-0.016756,0.428044,-0.021452,0.17859548090147245,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,195,0.05679,23.0,,-0.034044,-0.034044,0.401099,-0.004164,0.8145407323703875,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",169,0.023392,8.0,0.051321,-0.025216,-0.025216,0.447312,0.010886,0.23880597014925373,0.7661691542288557,0.23880597014925373,permutation_one_sided,200.0,0.01355,True,outperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,169,,,,-0.024837,-0.024837,,0.010507,0.22885572139303484,0.7761194029850746,0.22885572139303484,permutation_one_sided,200.0,0.013477,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,169,,,,-0.024645,-0.024645,,0.010315,0.21890547263681592,0.7860696517412935,0.21890547263681592,permutation_one_sided,200.0,0.013951,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,252,0.040865,17.0,,-0.02729,-0.02729,0.442553,0.012959,0.46570011368606873,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,186,0.011019,4.0,,-0.037126,-0.037126,0.358824,0.022796,0.236691337368097,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",200,0.039506,16.0,0.060735,-0.024322,-0.024322,0.447312,-0.006733,0.7064676616915423,0.29850746268656714,0.7064676616915423,permutation_one_sided,200.0,0.012757,True,underperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,200,,,,-0.031473,-0.031473,,0.000419,0.4626865671641791,0.5422885572139303,0.4626865671641791,permutation_one_sided,200.0,0.009972,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,200,,,,-0.031459,-0.031459,,0.000405,0.5373134328358209,0.46766169154228854,0.5373134328358209,permutation_one_sided,200.0,0.010952,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,177,0.015306,6.0,,-0.018997,-0.018997,0.471698,-0.012058,0.47365385336265114,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,192,0.061697,24.0,,-0.034189,-0.034189,0.442529,0.003134,0.8408469641260561,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",219,0.03653,16.0,0.066505,-0.022986,-0.022986,0.447312,-0.007475,0.7064676616915423,0.29850746268656714,0.7064676616915423,permutation_one_sided,200.0,0.012341,True,underperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,219,,,,-0.020237,-0.020237,,-0.010224,0.8009950248756219,0.20398009950248755,0.8009950248756219,permutation_one_sided,200.0,0.011475,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,219,,,,-0.019645,-0.019645,,-0.010815,0.8109452736318408,0.19402985074626866,0.8109452736318408,permutation_one_sided,200.0,0.0117,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,180,0.053299,21.0,,-0.051222,-0.051222,0.392638,0.020761,0.32300858416040223,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,174,0.035443,14.0,,-0.020246,-0.020246,0.478261,-0.010215,0.5801842426033078,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",176,0.035912,13.0,0.053447,-0.0218,-0.0218,0.447312,0.011052,0.24378109452736318,0.7611940298507462,0.24378109452736318,permutation_one_sided,200.0,0.01506,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,176,,,,-0.019315,-0.019315,,0.008567,0.26865671641791045,0.736318407960199,0.26865671641791045,permutation_one_sided,200.0,0.012531,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,176,,,,-0.019586,-0.019586,,0.008837,0.21890547263681592,0.7860696517412935,0.21890547263681592,permutation_one_sided,200.0,0.011615,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,177,0.047354,17.0,,-0.006719,-0.006719,0.44,-0.004029,0.8348651245265443,,,welch_normal_approx,,,True,underperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,187,0.048913,18.0,,-0.011393,-0.011393,0.443114,0.000644,0.9670630368160834,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",149,0.031447,10.0,0.045247,-0.020738,-0.020738,0.447312,0.011823,0.21393034825870647,0.7910447761194029,0.21393034825870647,permutation_one_sided,200.0,0.0143,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,149,,,,-0.011506,-0.011506,,0.00259,0.4427860696517413,0.5621890547263682,0.4427860696517413,permutation_one_sided,200.0,0.012986,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,149,,,,-0.009845,-0.009845,,0.000929,0.42786069651741293,0.5771144278606966,0.42786069651741293,permutation_one_sided,200.0,0.013008,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,159,0.05625,18.0,,-0.011515,-0.011515,0.476562,0.0026,0.9037130269019211,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,172,0.060423,20.0,,-0.009369,-0.009369,0.464286,0.000454,0.9810209895478282,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",146,0.022436,7.0,0.044336,-0.023396,-0.023396,0.447312,0.01738,0.1044776119402985,0.900497512437811,0.1044776119402985,permutation_one_sided,200.0,0.013922,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,146,,,,-0.016801,-0.016801,,0.010785,0.21393034825870647,0.7910447761194029,0.21393034825870647,permutation_one_sided,200.0,0.012771,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,146,,,,-0.016833,-0.016833,,0.010816,0.22388059701492538,0.7810945273631841,0.22388059701492538,permutation_one_sided,200.0,0.012686,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,187,0.046512,16.0,,-0.039327,-0.039327,0.440789,0.033311,0.13505405207433865,,,welch_normal_approx,,,True,outperform,
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,195,0.042493,15.0,,-0.011631,-0.011631,0.465116,0.005614,0.7766673739456764,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",217,0.026667,12.0,0.065897,-0.022555,-0.022555,0.447312,0.013366,0.15920398009950248,0.845771144278607,0.15920398009950248,permutation_one_sided,200.0,0.012533,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,217,,,,-0.011509,-0.011509,,0.002319,0.4079601990049751,0.5970149253731343,0.4079601990049751,permutation_one_sided,200.0,0.012527,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,217,,,,-0.011338,-0.011338,,0.002149,0.4129353233830846,0.5920398009950248,0.4129353233830846,permutation_one_sided,200.0,0.01145,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
